district,year,month,rainfall,season
Karimnagar,2021.0,12.0,0.0,Rabi
Khammam,2021.0,12.0,3.9,Rabi
Kumuram Bheem,2021.0,12.0,40.1,Rabi
Mahabubabad,2021.0,12.0,64.3,Rabi
Mahabubnagar,2021.0,12.0,1.2999999999999998,Rabi
Mancherial,2021.0,12.0,0.0,Rabi
Medak,2021.0,12.0,0.5,Rabi
Medchal-Malkajgiri,2021.0,12.0,16.0,Rabi
Mulugu,2021.0,12.0,0.0,Rabi
Nagarkurnool,2021.0,12.0,41.8,Rabi
Nalgonda,2021.0,12.0,130.4,Rabi
Narayanpet,2021.0,12.0,3.0,Rabi
Nirmal,2021.0,12.0,2.8,Rabi
Nizamabad,2021.0,12.0,24.1,Rabi
Peddapalli,2021.0,12.0,0.0,Rabi
Rajanna Sircilla,2021.0,12.0,0.0,Rabi
Rangareddy,2021.0,12.0,113.89999999999999,Rabi
Sangareddy,2021.0,12.0,0.0,Rabi
Siddipet,2021.0,12.0,3.2,Rabi
Suryapet,2021.0,12.0,51.3,Rabi
Vikarabad,2021.0,12.0,0.3,Rabi
Wanaparthy,2021.0,12.0,6.6,Rabi
Warangal,2021.0,12.0,0.0,Rabi
Yadadri Bhuvanagiri,2021.0,12.0,11.8,Rabi
Adilabad,2022.0,12.0,127.1,Rabi
Bhadradri Kothagudem,2022.0,12.0,34.5,Rabi
Hanumakonda,2022.0,12.0,9.9,Rabi
Hyderabad,2022.0,12.0,196.0,Rabi
Jagtial,2022.0,12.0,2.6,Rabi
Jangaon,2022.0,12.0,10.6,Rabi
Jayashankar,2022.0,12.0,23.5,Rabi
Jogulamba Gadwal,2022.0,12.0,353.9,Rabi
Kamareddy,2022.0,12.0,0.3,Rabi
Karimnagar,2022.0,12.0,9.3,Rabi
Khammam,2022.0,12.0,130.3,Rabi
Kumuram Bheem,2022.0,12.0,311.0,Rabi
Mahabubabad,2022.0,12.0,50.9,Rabi
Mahabubnagar,2022.0,12.0,143.5,Rabi
Mancherial,2022.0,12.0,74.9,Rabi
Medak,2022.0,12.0,33.7,Rabi
Medchal-Malkajgiri,2022.0,12.0,189.3,Rabi
Mulugu,2022.0,12.0,20.1,Rabi
Nagarkurnool,2022.0,12.0,445.6,Rabi
Nalgonda,2022.0,12.0,639.1,Rabi
Narayanpet,2022.0,12.0,83.4,Rabi
Nirmal,2022.0,12.0,8.3,Rabi
Nizamabad,2022.0,12.0,3.0,Rabi
Peddapalli,2022.0,12.0,22.2,Rabi
Rajanna Sircilla,2022.0,12.0,6.300000000000001,Rabi
Rangareddy,2022.0,12.0,319.9,Rabi
Sangareddy,2022.0,12.0,56.5,Rabi
Siddipet,2022.0,12.0,17.8,Rabi
Suryapet,2022.0,12.0,215.7,Rabi
Vikarabad,2022.0,12.0,63.8,Rabi
Wanaparthy,2022.0,12.0,257.2,Rabi
Warangal,2022.0,12.0,38.0,Rabi
Yadadri Bhuvanagiri,2022.0,12.0,262.7,Rabi
Adilabad,2022.0,2.0,13.4,Rabi
Bhadradri Kothagudem,2022.0,2.0,0.0,Rabi
Hanumakkonda,2022.0,2.0,0.4,Rabi
Hyderabad,2022.0,2.0,0.0,Rabi
Jagtial,2022.0,2.0,2.6999999999999997,Rabi
Jangaon,2022.0,2.0,0.0,Rabi
Jayashankar,2022.0,2.0,0.0,Rabi
Jogulamba Gadwal,2022.0,2.0,0.0,Rabi
Kamareddy,2022.0,2.0,0.0,Rabi
Karimnagar,2022.0,2.0,0.0,Rabi
Khammam,2022.0,2.0,0.0,Rabi
Kumuram Bheem,2022.0,2.0,0.5,Rabi
Mahabubabad,2022.0,2.0,0.0,Rabi
Mahabubnagar,2022.0,2.0,0.0,Rabi
Mancherial,2022.0,2.0,23.3,Rabi
Medak,2022.0,2.0,0.0,Rabi
Medchal-Malkajgiri,2022.0,2.0,0.0,Rabi
Mulugu,2022.0,2.0,0.0,Rabi
Nagarkurnool,2022.0,2.0,0.0,Rabi
Nalgonda,2022.0,2.0,0.0,Rabi
Narayanpet,2022.0,2.0,0.0,Rabi
Nirmal,2022.0,2.0,3.5999999999999996,Rabi
Nizamabad,2022.0,2.0,0.4,Rabi
Peddapalli,2022.0,2.0,0.0,Rabi
Rajanna Sircilla,2022.0,2.0,0.3,Rabi
Rangareddy,2022.0,2.0,0.0,Rabi
Sangareddy,2022.0,2.0,0.0,Rabi
Siddipet,2022.0,2.0,0.0,Rabi
Suryapet,2022.0,2.0,0.0,Rabi
Vikarabad,2022.0,2.0,0.0,Rabi
Wanaparthy,2022.0,2.0,0.0,Rabi
Warangal,2022.0,2.0,0.0,Rabi
Yadadri Bhuvanagiri,2022.0,2.0,0.0,Rabi
Adilabad,2022.0,1.0,685.1,Rabi
Bhadradri Kothagudem,2022.0,1.0,693.1,Rabi
Hanumakkonda,2022.0,1.0,909.3,Rabi
Hyderabad,2022.0,1.0,234.3,Rabi
Jagtial,2022.0,1.0,764.8,Rabi
Jangaon,2022.0,1.0,788.6,Rabi
Jayashankar,2022.0,1.0,649.7,Rabi
Jogulamba Gadwal,2022.0,1.0,94.7,Rabi
Kamareddy,2022.0,1.0,350.90000000000003,Rabi
Karimnagar,2022.0,1.0,909.3,Rabi
Khammam,2022.0,1.0,624.6,Rabi
Kumuram Bheem,2022.0,1.0,842.0,Rabi
Mahabubabad,2022.0,1.0,1123.6,Rabi
Mahabubnagar,2022.0,1.0,119.2,Rabi
Mancherial,2022.0,1.0,664.1,Rabi
Medak,2022.0,1.0,240.8,Rabi
Medchal-Malkajgiri,2022.0,1.0,306.9,Rabi
Mulugu,2022.0,1.0,655.8,Rabi
Nagarkurnool,2022.0,1.0,296.7,Rabi
Nalgonda,2022.0,1.0,1523.5,Rabi
Narayanpet,2022.0,1.0,10.299999999999999,Rabi
Nirmal,2022.0,1.0,561.2,Rabi
Nizamabad,2022.0,1.0,586.2,Rabi
Peddapalli,2022.0,1.0,773.7,Rabi
Rajanna Sircilla,2022.0,1.0,544.5,Rabi
Rangareddy,2022.0,1.0,186.70000000000002,Rabi
Sangareddy,2022.0,1.0,79.0,Rabi
Siddipet,2022.0,1.0,1023.8,Rabi
Suryapet,2022.0,1.0,1254.8,Rabi
Vikarabad,2022.0,1.0,20.299999999999997,Rabi
Wanaparthy,2022.0,1.0,134.8,Rabi
Warangal,2022.0,1.0,1650.7,Rabi
Yadadri Bhuvanagiri,2022.0,1.0,418.4,Rabi
Adilabad,2021.0,7.0,8098.4,Kharif
Bhadradri Kothagudem,2021.0,7.0,9107.8,Kharif
Hyderabad,2021.0,7.0,4682.0,Kharif
Jagtial,2021.0,7.0,8924.0,Kharif
Jangaon,2021.0,7.0,4554.1,Kharif
Jayashankar,2021.0,7.0,4149.8,Kharif
Jogulamba Gadwal,2021.0,7.0,2175.5,Kharif
Kamareddy,2021.0,7.0,7861.4,Kharif
Karimnagar,2021.0,7.0,6319.4,Kharif
Khammam,2021.0,7.0,8464.1,Kharif
Kumuram Bheem,2021.0,7.0,7169.8,Kharif
Mahabubabad,2021.0,7.0,6263.9,Kharif
Mahabubnagar,2021.0,7.0,4092.2,Kharif
Mancherial,2021.0,7.0,6619.3,Kharif
Medak,2021.0,7.0,6904.2,Kharif
Medchal-Malkajgiri,2021.0,7.0,3875.3,Kharif
Mulugu,2021.0,7.0,3874.6,Kharif
Nagarkurnool,2021.0,7.0,3533.2,Kharif
Nalgonda,2021.0,7.0,6791.7,Kharif
Narayanpet,2021.0,7.0,3107.8,Kharif
Nirmal,2021.0,7.0,10696.9,Kharif
Nizamabad,2021.0,7.0,14919.0,Kharif
Peddapalli,2021.0,7.0,4067.4,Kharif
Rajanna Sircilla,2021.0,7.0,5288.6,Kharif
Rangareddy,2021.0,7.0,8519.9,Kharif
Sangareddy,2021.0,7.0,6397.2,Kharif
Siddipet,2021.0,7.0,8979.2,Kharif
Suryapet,2021.0,7.0,6239.9,Kharif
Vikarabad,2021.0,7.0,6334.8,Kharif
Wanaparthy,2021.0,7.0,4371.9,Kharif
Warangal Rural,2021.0,7.0,7122.7,Kharif
Warangal Urban,2021.0,7.0,4265.1,Kharif
Yadadri Bhuvanagiri,2021.0,7.0,4794.0,Kharif
Adilabad,2022.0,7.0,15602.4,Kharif
Bhadradri Kothagudem,2022.0,7.0,13358.0,Kharif
Hanumakonda,2022.0,7.0,6689.4,Kharif
Hyderabad,2022.0,7.0,5908.8,Kharif
Jagtial,2022.0,7.0,16141.6,Kharif
Jangaon,2022.0,7.0,5183.2,Kharif
Jayashankar,2022.0,7.0,9070.4,Kharif
Jogulamba Gadwal,2022.0,7.0,2189.7,Kharif
Kamareddy,2022.0,7.0,12717.2,Kharif
Karimnagar,2022.0,7.0,11040.1,Kharif
Khammam,2022.0,7.0,8112.4,Kharif
Kumuram Bheem,2022.0,7.0,13189.2,Kharif
Mahabubabad,2022.0,7.0,8813.4,Kharif
Mahabubnagar,2022.0,7.0,4364.6,Kharif
Mancherial,2022.0,7.0,14806.2,Kharif
Medak,2022.0,7.0,11516.5,Kharif
Medchal-Malkajgiri,2022.0,7.0,6263.6,Kharif
Mulugu,2022.0,7.0,7992.2,Kharif
Nagarkurnool,2022.0,7.0,4433.5,Kharif
Nalgonda,2022.0,7.0,7686.5,Kharif
Narayanpet,2022.0,7.0,2971.1,Kharif
Nirmal,2022.0,7.0,19506.4,Kharif
Nizamabad,2022.0,7.0,27849.8,Kharif
Peddapalli,2022.0,7.0,11116.6,Kharif
Rajanna Sircilla,2022.0,7.0,7697.6,Kharif
Rangareddy,2022.0,7.0,9344.3,Kharif
Sangareddy,2022.0,7.0,12390.2,Kharif
Siddipet,2022.0,7.0,11250.0,Kharif
Suryapet,2022.0,7.0,8204.9,Kharif
Vikarabad,2022.0,7.0,7432.7,Kharif
Wanaparthy,2022.0,7.0,3043.8,Kharif
Warangal,2022.0,7.0,6597.9,Kharif
Yadadri Bhuvanagiri,2022.0,7.0,4969.6,Kharif
Adilabad,2021.0,6.0,5737.0,Kharif
Bhadradri Kothagudem,2021.0,6.0,2940.1,Kharif
Hyderabad,2021.0,6.0,1699.4,Kharif
Jagtial,2021.0,6.0,3799.9,Kharif
Jangaon,2021.0,6.0,2729.1,Kharif
Jayashankar,2021.0,6.0,2474.0,Kharif
Jogulamba Gadwal,2021.0,6.0,1057.6,Kharif
Kamareddy,2021.0,6.0,6666.9,Kharif
Karimnagar,2021.0,6.0,3867.6,Kharif
Khammam,2021.0,6.0,3082.2,Kharif
Kumuram Bheem,2021.0,6.0,4280.1,Kharif
Mahabubabad,2021.0,6.0,3935.7,Kharif
Mahabubnagar,2021.0,6.0,1717.2,Kharif
Mancherial,2021.0,6.0,4053.3,Kharif
Medak,2021.0,6.0,3719.1,Kharif
Medchal-Malkajgiri,2021.0,6.0,2591.9,Kharif
Mulugu,2021.0,6.0,1819.2,Kharif
Nagarkurnool,2021.0,6.0,1812.3,Kharif
Nalgonda,2021.0,6.0,4134.1,Kharif
Narayanpet,2021.0,6.0,1565.2,Kharif
Nirmal,2021.0,6.0,4550.9,Kharif
Nizamabad,2021.0,6.0,7677.9,Kharif
Peddapalli,2021.0,6.0,3543.1,Kharif
Rajanna Sircilla,2021.0,6.0,3672.7000000000003,Kharif
Rangareddy,2021.0,6.0,2437.8,Kharif
Sangareddy,2021.0,6.0,5110.9,Kharif
Siddipet,2021.0,6.0,6265.5,Kharif
Suryapet,2021.0,6.0,3059.0,Kharif
Vikarabad,2021.0,6.0,1813.8,Kharif
Wanaparthy,2021.0,6.0,1075.2,Kharif
Warangal Rural,2021.0,6.0,4570.8,Kharif
Warangal Urban,2021.0,6.0,3189.7,Kharif
Yadadri Bhuvanagiri,2021.0,6.0,3023.9,Kharif
Adilabad,2022.0,6.0,3116.2,Kharif
Bhadradri Kothagudem,2022.0,6.0,4729.6,Kharif
Hanumakonda,2022.0,6.0,2680.0,Kharif
Hyderabad,2022.0,6.0,1262.9,Kharif
Jagtial,2022.0,6.0,3517.5,Kharif
Jangaon,2022.0,6.0,2560.2,Kharif
Jayashankar,2022.0,6.0,2336.4,Kharif
Jogulamba Gadwal,2022.0,6.0,677.1999999999999,Kharif
Kamareddy,2022.0,6.0,4113.4,Kharif
Karimnagar,2022.0,6.0,2955.9,Kharif
Khammam,2022.0,6.0,2459.1,Kharif
Kumuram Bheem,2022.0,6.0,3309.4,Kharif
Mahabubabad,2022.0,6.0,3095.3,Kharif
Mahabubnagar,2022.0,6.0,1698.8,Kharif
Mancherial,2022.0,6.0,3109.9,Kharif
Medak,2022.0,6.0,2917.5,Kharif
Medchal-Malkajgiri,2022.0,6.0,2178.4,Kharif
Mulugu,2022.0,6.0,2103.8,Kharif
Nagarkurnool,2022.0,6.0,1975.8999999999999,Kharif
Nalgonda,2022.0,6.0,2874.8,Kharif
Narayanpet,2022.0,6.0,879.5,Kharif
Nirmal,2022.0,6.0,3318.3,Kharif
Nizamabad,2022.0,6.0,4018.3,Kharif
Peddapalli,2022.0,6.0,2609.9,Kharif
Rajanna Sircilla,2022.0,6.0,1822.9,Kharif
Rangareddy,2022.0,6.0,3402.3,Kharif
Sangareddy,2022.0,6.0,4053.1,Kharif
Siddipet,2022.0,6.0,3011.8,Kharif
Suryapet,2022.0,6.0,2405.6,Kharif
Vikarabad,2022.0,6.0,1746.1,Kharif
Wanaparthy,2022.0,6.0,1309.7,Kharif
Warangal,2022.0,6.0,2587.7,Kharif
Yadadri Bhuvanagiri,2022.0,6.0,2331.7,Kharif
Adilabad,2022.0,3.0,3.0,Zaid
Bhadradri Kothagudem,2022.0,3.0,215.5,Zaid
Hanumakkonda,2022.0,3.0,0.0,Zaid
Hyderabad,2022.0,3.0,30.7,Zaid
Jagtial,2022.0,3.0,26.6,Zaid
Jangaon,2022.0,3.0,0.0,Zaid
Jayashankar,2022.0,3.0,12.8,Zaid
Jogulamba Gadwal,2022.0,3.0,12.4,Zaid
Kamareddy,2022.0,3.0,12.8,Zaid
Karimnagar,2022.0,3.0,0.0,Zaid
Khammam,2022.0,3.0,18.400000000000002,Zaid
Kumuram Bheem,2022.0,3.0,6.0,Zaid
Mahabubabad,2022.0,3.0,12.6,Zaid
Mahabubnagar,2022.0,3.0,35.1,Zaid
Mancherial,2022.0,3.0,5.8,Zaid
Medak,2022.0,3.0,29.5,Zaid
Medchal-Malkajgiri,2022.0,3.0,39.1,Zaid
Mulugu,2022.0,3.0,23.0,Zaid
Nagarkurnool,2022.0,3.0,82.1,Zaid
Nalgonda,2022.0,3.0,13.0,Zaid
Narayanpet,2022.0,3.0,29.5,Zaid
Nirmal,2022.0,3.0,21.8,Zaid
Nizamabad,2022.0,3.0,5.0,Zaid
Peddapalli,2022.0,3.0,2.3,Zaid
Rajanna Sircilla,2022.0,3.0,1.3,Zaid
Rangareddy,2022.0,3.0,84.3,Zaid
Sangareddy,2022.0,3.0,35.7,Zaid
Siddipet,2022.0,3.0,37.4,Zaid
Suryapet,2022.0,3.0,0.8,Zaid
Vikarabad,2022.0,3.0,105.7,Zaid
Wanaparthy,2022.0,3.0,48.9,Zaid
Warangal,2022.0,3.0,0.8,Zaid
Yadadri Bhuvanagiri,2022.0,3.0,8.9,Zaid
Adilabad,2022.0,5.0,496.8,Zaid
Bhadradri Kothagudem,2022.0,5.0,999.3,Zaid
Hanumakonda,2022.0,5.0,177.8,Zaid
Hyderabad,2022.0,5.0,832.7,Zaid
Jagtial,2022.0,5.0,935.1,Zaid
Jangaon,2022.0,5.0,369.3,Zaid
Jayashankar,2022.0,5.0,183.3,Zaid
Jogulamba Gadwal,2022.0,5.0,521.4,Zaid
Kamareddy,2022.0,5.0,1405.3,Zaid
Karimnagar,2022.0,5.0,282.1,Zaid
Khammam,2022.0,5.0,612.1,Zaid
Kumuram Bheem,2022.0,5.0,549.1,Zaid
Mahabubabad,2022.0,5.0,200.0,Zaid
Mahabubnagar,2022.0,5.0,649.2,Zaid
Mancherial,2022.0,5.0,756.7,Zaid
Medak,2022.0,5.0,1158.7,Zaid
Medchal-Malkajgiri,2022.0,5.0,638.0,Zaid
Mulugu,2022.0,5.0,140.3,Zaid
Nagarkurnool,2022.0,5.0,496.8,Zaid
Nalgonda,2022.0,5.0,1196.5,Zaid
Narayanpet,2022.0,5.0,599.2,Zaid
Nirmal,2022.0,5.0,562.3,Zaid
Nizamabad,2022.0,5.0,897.3,Zaid
Peddapalli,2022.0,5.0,309.7,Zaid
Rajanna Sircilla,2022.0,5.0,420.5,Zaid
Rangareddy,2022.0,5.0,820.6999999999999,Zaid
Sangareddy,2022.0,5.0,1081.7,Zaid
Siddipet,2022.0,5.0,768.1,Zaid
Suryapet,2022.0,5.0,421.2,Zaid
Vikarabad,2022.0,5.0,1707.6,Zaid
Wanaparthy,2022.0,5.0,572.3,Zaid
Warangal,2022.0,5.0,126.0,Zaid
Yadadri Bhuvanagiri,2022.0,5.0,694.6,Zaid
Adilabad,2021.0,5.0,712.1,Zaid
Bhadradri Kothagudem,2021.0,5.0,1394.3,Zaid
Hyderabad,2021.0,5.0,833.2,Zaid
Jagtial,2021.0,5.0,115.3,Zaid
Jangaon,2021.0,5.0,219.79999999999998,Zaid
Jayashankar,2021.0,5.0,328.3,Zaid
Jogulamba Gadwal,2021.0,5.0,823.9,Zaid
Kamareddy,2021.0,5.0,949.8,Zaid
Karimnagar,2021.0,5.0,180.9,Zaid
Khammam,2021.0,5.0,1417.2,Zaid
Kumuram Bheem,2021.0,5.0,560.1,Zaid
Mahabubabad,2021.0,5.0,778.9,Zaid
Mahabubnagar,2021.0,5.0,695.9,Zaid
Mancherial,2021.0,5.0,394.8,Zaid
Medak,2021.0,5.0,492.2,Zaid
Medchal-Malkajgiri,2021.0,5.0,666.7,Zaid
Mulugu,2021.0,5.0,427.8,Zaid
Nagarkurnool,2021.0,5.0,1142.6,Zaid
Nalgonda,2021.0,5.0,914.9,Zaid
Narayanpet,2021.0,5.0,881.1,Zaid
Nirmal,2021.0,5.0,602.2,Zaid
Nizamabad,2021.0,5.0,826.4,Zaid
Peddapalli,2021.0,5.0,138.7,Zaid
Rajanna Sircilla,2021.0,5.0,376.5,Zaid
Rangareddy,2021.0,5.0,1261.4,Zaid
Sangareddy,2021.0,5.0,1169.1,Zaid
Siddipet,2021.0,5.0,641.3,Zaid
Suryapet,2021.0,5.0,875.8,Zaid
Vikarabad,2021.0,5.0,797.7,Zaid
Wanaparthy,2021.0,5.0,815.4,Zaid
Warangal Rural,2021.0,5.0,385.0,Zaid
Warangal Urban,2021.0,5.0,446.8,Zaid
Yadadri Bhuvanagiri,2021.0,5.0,533.1,Zaid
Adilabad,2021.0,11.0,429.6,Rabi
Bhadradri Kothagudem,2021.0,11.0,776.1,Rabi
Hanumakkonda,2021.0,11.0,577.3000000000001,Rabi
Hyderabad,2021.0,11.0,231.0,Rabi
Jagtial,2021.0,11.0,137.20000000000002,Rabi
Jangaon,2021.0,11.0,608.5,Rabi
Jayashankar,2021.0,11.0,395.4,Rabi
Jogulamba Gadwal,2021.0,11.0,637.2,Rabi
Kamareddy,2021.0,11.0,1013.3,Rabi
Karimnagar,2021.0,11.0,392.9,Rabi
Khammam,2021.0,11.0,936.9,Rabi
Kumuram Bheem,2021.0,11.0,370.9,Rabi
Mahabubabad,2021.0,11.0,931.7,Rabi
Mahabubnagar,2021.0,11.0,285.8,Rabi
Mancherial,2021.0,11.0,438.1,Rabi
Medak,2021.0,11.0,375.09999999999997,Rabi
Medchal-Malkajgiri,2021.0,11.0,295.2,Rabi
Mulugu,2021.0,11.0,239.3,Rabi
Nagarkurnool,2021.0,11.0,789.3,Rabi
Nalgonda,2021.0,11.0,2120.5,Rabi
Narayanpet,2021.0,11.0,360.5,Rabi
Nirmal,2021.0,11.0,162.9,Rabi
Nizamabad,2021.0,11.0,286.2,Rabi
Peddapalli,2021.0,11.0,413.8,Rabi
Rajanna Sircilla,2021.0,11.0,493.0,Rabi
Rangareddy,2021.0,11.0,931.4,Rabi
Sangareddy,2021.0,11.0,384.6,Rabi
Siddipet,2021.0,11.0,455.4,Rabi
Suryapet,2021.0,11.0,898.9,Rabi
Vikarabad,2021.0,11.0,310.5,Rabi
Wanaparthy,2021.0,11.0,612.9,Rabi
Warangal,2021.0,11.0,603.9,Rabi
Yadadri Bhuvanagiri,2021.0,11.0,674.5,Rabi
Adilabad,2022.0,11.0,0.0,Rabi
Bhadradri Kothagudem,2022.0,11.0,0.0,Rabi
Hanumakonda,2022.0,11.0,0.0,Rabi
Hyderabad,2022.0,11.0,0.0,Rabi
Jagtial,2022.0,11.0,0.0,Rabi
Jangaon,2022.0,11.0,0.0,Rabi
Jayashankar,2022.0,11.0,0.0,Rabi
Jogulamba Gadwal,2022.0,11.0,0.0,Rabi
Kamareddy,2022.0,11.0,0.0,Rabi
Karimnagar,2022.0,11.0,0.0,Rabi
Khammam,2022.0,11.0,0.0,Rabi
Kumuram Bheem,2022.0,11.0,0.0,Rabi
Mahabubabad,2022.0,11.0,0.0,Rabi
Mahabubnagar,2022.0,11.0,0.0,Rabi
Mancherial,2022.0,11.0,0.0,Rabi
Medak,2022.0,11.0,0.0,Rabi
Medchal-Malkajgiri,2022.0,11.0,0.0,Rabi
Mulugu,2022.0,11.0,0.0,Rabi
Nagarkurnool,2022.0,11.0,0.0,Rabi
Nalgonda,2022.0,11.0,0.0,Rabi
Narayanpet,2022.0,11.0,0.0,Rabi
Nirmal,2022.0,11.0,0.0,Rabi
Nizamabad,2022.0,11.0,0.0,Rabi
Peddapalli,2022.0,11.0,0.0,Rabi
Rajanna Sircilla,2022.0,11.0,0.0,Rabi
Rangareddy,2022.0,11.0,0.0,Rabi
Sangareddy,2022.0,11.0,0.0,Rabi
Siddipet,2022.0,11.0,0.0,Rabi
Suryapet,2022.0,11.0,0.0,Rabi
Vikarabad,2022.0,11.0,0.0,Rabi
Wanaparthy,2022.0,11.0,0.0,Rabi
Warangal,2022.0,11.0,0.0,Rabi
Yadadri Bhuvanagiri,2022.0,11.0,0.0,Rabi
Adilabad,2021.0,10.0,1180.8,Rabi
Bhadradri Kothagudem,2021.0,10.0,2160.2,Rabi
Hanumakkonda,2021.0,10.0,365.8,Rabi
Hyderabad,2021.0,10.0,2063.5,Rabi
Jagtial,2021.0,10.0,1272.9,Rabi
Jangaon,2021.0,10.0,509.0,Rabi
Jayashankar,2021.0,10.0,441.1,Rabi
Jogulamba Gadwal,2021.0,10.0,978.9,Rabi
Kamareddy,2021.0,10.0,816.5,Rabi
Karimnagar,2021.0,10.0,836.5,Rabi
Khammam,2021.0,10.0,1153.9,Rabi
Kumuram Bheem,2021.0,10.0,1013.8,Rabi
Mahabubabad,2021.0,10.0,780.6,Rabi
Mahabubnagar,2021.0,10.0,982.0,Rabi
Mancherial,2021.0,10.0,606.3,Rabi
Medak,2021.0,10.0,1216.3999999999999,Rabi
Medchal-Malkajgiri,2021.0,10.0,990.5,Rabi
Mulugu,2021.0,10.0,525.8,Rabi
Nagarkurnool,2021.0,10.0,1556.2,Rabi
Nalgonda,2021.0,10.0,1668.6,Rabi
Narayanpet,2021.0,10.0,966.1,Rabi
Nirmal,2021.0,10.0,1111.7,Rabi
Nizamabad,2021.0,10.0,1700.1,Rabi
Peddapalli,2021.0,10.0,326.1,Rabi
Rajanna Sircilla,2021.0,10.0,760.4,Rabi
Rangareddy,2021.0,10.0,2649.2,Rabi
Sangareddy,2021.0,10.0,1190.5,Rabi
Siddipet,2021.0,10.0,1047.1000000000001,Rabi
Suryapet,2021.0,10.0,1245.3,Rabi
Vikarabad,2021.0,10.0,1196.1,Rabi
Wanaparthy,2021.0,10.0,1058.1,Rabi
Warangal,2021.0,10.0,495.7,Rabi
Yadadri Bhuvanagiri,2021.0,10.0,1057.3,Rabi
Adilabad,2022.0,10.0,1799.4,Rabi
Bhadradri Kothagudem,2022.0,10.0,2748.3,Rabi
Hanumakonda,2022.0,10.0,2143.5,Rabi
Hyderabad,2022.0,10.0,2172.8,Rabi
Jagtial,2022.0,10.0,962.6,Rabi
Jangaon,2022.0,10.0,1515.8,Rabi
Jayashankar,2022.0,10.0,951.2,Rabi
Jogulamba Gadwal,2022.0,10.0,1329.7,Rabi
Kamareddy,2022.0,10.0,2647.0,Rabi
Karimnagar,2022.0,10.0,1808.8,Rabi
Khammam,2022.0,10.0,2437.4,Rabi
Kumuram Bheem,2022.0,10.0,1039.0,Rabi
Mahabubabad,2022.0,10.0,1693.1,Rabi
Mahabubnagar,2022.0,10.0,2749.4,Rabi
Mancherial,2022.0,10.0,1078.7,Rabi
Medak,2022.0,10.0,2331.0,Rabi
Medchal-Malkajgiri,2022.0,10.0,2064.9,Rabi
Mulugu,2022.0,10.0,915.1,Rabi
Nagarkurnool,2022.0,10.0,3134.8,Rabi
Nalgonda,2022.0,10.0,4374.3,Rabi
Narayanpet,2022.0,10.0,1587.4,Rabi
Nirmal,2022.0,10.0,1474.1,Rabi
Nizamabad,2022.0,10.0,2068.6,Rabi
Peddapalli,2022.0,10.0,1112.1,Rabi
Rajanna Sircilla,2022.0,10.0,1562.2,Rabi
Rangareddy,2022.0,10.0,4394.9,Rabi
Sangareddy,2022.0,10.0,3726.7,Rabi
Siddipet,2022.0,10.0,3440.0,Rabi
Suryapet,2022.0,10.0,2598.2,Rabi
Vikarabad,2022.0,10.0,3084.7,Rabi
Wanaparthy,2022.0,10.0,2260.9,Rabi
Warangal,2022.0,10.0,1853.9,Rabi
Yadadri Bhuvanagiri,2022.0,10.0,1381.9,Rabi
Adilabad,2021.0,9.0,6331.8,Kharif
Bhadradri Kothagudem,2021.0,9.0,9796.7,Kharif
Hyderabad,2021.0,9.0,3584.1,Kharif
Jagtial,2021.0,9.0,6631.4,Kharif
Jangaon,2021.0,9.0,2297.4,Kharif
Jayashankar,2021.0,9.0,4202.6,Kharif
Jogulamba Gadwal,2021.0,9.0,657.9,Kharif
Kamareddy,2021.0,9.0,7775.0,Kharif
Karimnagar,2021.0,9.0,5721.2,Kharif
Khammam,2021.0,9.0,6003.1,Kharif
Kumuram Bheem,2021.0,9.0,4774.3,Kharif
Mahabubabad,2021.0,9.0,4560.4,Kharif
Mahabubnagar,2021.0,9.0,3081.0,Kharif
Mancherial,2021.0,9.0,4353.6,Kharif
Medak,2021.0,9.0,6543.1,Kharif
Medchal-Malkajgiri,2021.0,9.0,3564.5,Kharif
Mulugu,2021.0,9.0,3262.4,Kharif
Nagarkurnool,2021.0,9.0,2315.3,Kharif
Nalgonda,2021.0,9.0,5479.3,Kharif
Narayanpet,2021.0,9.0,1603.9,Kharif
Nirmal,2021.0,9.0,7429.3,Kharif
Nizamabad,2021.0,9.0,12390.7,Kharif
Peddapalli,2021.0,9.0,4766.5,Kharif
Rajanna Sircilla,2021.0,9.0,5991.5,Kharif
Rangareddy,2021.0,9.0,5605.8,Kharif
Sangareddy,2021.0,9.0,8052.3,Kharif
Siddipet,2021.0,9.0,5869.1,Kharif
Suryapet,2021.0,9.0,4300.3,Kharif
Vikarabad,2021.0,9.0,4474.8,Kharif
Wanaparthy,2021.0,9.0,1311.6,Kharif
Warangal Rural,2021.0,9.0,5511.5,Kharif
Warangal Urban,2021.0,9.0,3327.2999999999997,Kharif
Yadadri Bhuvanagiri,2021.0,9.0,3242.0,Kharif
Adilabad,2022.0,9.0,4242.9,Kharif
Bhadradri Kothagudem,2022.0,9.0,6498.6,Kharif
Hanumakonda,2022.0,9.0,2860.9,Kharif
Hyderabad,2022.0,9.0,3167.5,Kharif
Jagtial,2022.0,9.0,5047.3,Kharif
Jangaon,2022.0,9.0,2399.9,Kharif
Jayashankar,2022.0,9.0,3856.9,Kharif
Jogulamba Gadwal,2022.0,9.0,1962.3,Kharif
Kamareddy,2022.0,9.0,5297.8,Kharif
Karimnagar,2022.0,9.0,3343.1,Kharif
Khammam,2022.0,9.0,3275.5,Kharif
